070	E	006	221
071	E	006	154
072	I	001	2145
119	E	006	104
078	E	006	338.5
073	E	006	277.5
074	I	001	1545
076	E	006	170
058	I	001	2520
077	I	001	0
083	E	006	189.5
084	E	006	189.5
